scenario,fold,model,train_rows,calibration_rows,validation_rows,test_rows,accuracy,brier,log_loss,roc_auc,ece,realized_positive_rate,predicted_positive_rate,net_return,passive_return,passive_gross_return,annualized_volatility,sharpe,max_drawdown,turnover,trading_cost,average_exposure,entries,cost_multiplier,threshold
timesfm,5,lightgbm,4300,359,360,360,0.5138888888888888,0.25735589277016907,0.7083911435919528,0.5130864197530864,0.07271042785108212,0.5,0.5713239201336969,-0.02976108973331071,0.12919564985141774,0.13486419598383326,0.040579109839021334,-4.508845292203844,-0.02976108973331071,20.299999999999997,0.05074999999999999,0.034027777777777775,29.0,1.0,0.65
timesfm,5,catboost,4300,359,360,360,0.5055555555555555,0.24923082058360743,0.6916023125148836,0.547716049382716,0.04135423467921278,0.5,0.5238072007466983,-0.0128229417696335,0.12919564985141774,0.13486419598383326,0.03108332353187764,-2.510242090415678,-0.01750686023528103,12.599999999999998,0.0315,0.020416666666666666,18.0,1.0,0.6
timesfm,6,trend,4660,359,360,360,,,,,,,,0.015822222828485888,-0.01436838502627591,-0.00942233018642158,0.06867973393279232,1.4248408482712733,-0.025977640444811434,1.4,0.0034999999999999996,0.11861111111111113,2.0,1.0,
timesfm,6,prior,4660,359,360,360,0.5166666666666667,0.24977007213372543,0.6926872785851047,0.5,0.006917363045496727,0.5166666666666667,0.50974930362117,-0.0032073136080329467,-0.01436838502627591,-0.00942233018642158,0.11024512917798053,-0.12216101341987294,-0.04684881402689911,0.7,0.0017499999999999998,0.35000000000000003,1.0,1.0,0.5
timesfm,6,ridge_logistic,4660,359,360,360,0.5222222222222223,0.24949246392523858,0.6921319384697359,0.5482017055988135,0.01486940599654293,0.5166666666666667,0.5072504847813993,-0.011251162571388917,-0.01436838502627591,-0.00942233018642158,0.10588747164011272,-0.5971366475512654,-0.04572709617309523,9.1,0.022749999999999996,0.33638888888888896,13.0,1.0,0.5
timesfm,6,lightgbm,4660,359,360,360,0.5083333333333333,0.25028429843567435,0.6937158401070115,0.44737980472129524,0.005878817511328593,0.5166666666666667,0.510787849155338,-0.025623716408360142,-0.01436838502627591,-0.00942233018642158,0.11006745619530399,-1.3795971064644357,-0.05948824049423307,8.399999999999999,0.020999999999999998,0.33930555555555564,12.0,1.0,0.5
timesfm,6,catboost,4660,359,360,360,0.5055555555555555,0.25023288123988524,0.6936129172367277,0.48974168829563713,0.020152651776811723,0.5166666666666667,0.5254059060650718,-0.0189463874572926,-0.01436838502627591,-0.00942233018642158,0.02105352732946624,-5.516311359394264,-0.019301497379029642,7.699999999999999,0.019249999999999996,0.015555555555555555,11.0,1.0,0.55
timesfm,7,trend,5020,359,360,360,,,,,,,,-0.025406246868804216,0.009477376957548467,0.014481579876272521,0.06279977130808452,-2.4613516670523152,-0.042271215628265635,2.0999999999999996,0.0052499999999999995,0.1370833333333333,3.0,1.0,
timesfm,7,prior,5020,359,360,360,0.5111111111111111,0.24997098960367406,0.6930891596222466,0.5,0.009718353450944128,0.4888888888888889,0.498607242339833,0.0,0.009477376957548467,0.014481579876272521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65
timesfm,7,ridge_logistic,5020,359,360,360,0.5194444444444445,0.24992386094268074,0.6929949149792902,0.5176321640316206,0.01667468699339885,0.4888888888888889,0.5004891886985299,-0.08162634505002275,0.009477376957548467,0.014481579876272521,0.10786972637732739,-4.74756599377446,-0.08943363641825353,36.400000000000006,0.091,0.19736111111111115,52.0,1.0,0.5
timesfm,7,lightgbm,5020,359,360,360,0.5111111111111111,0.2499732010995213,0.693093582646272,0.4359251482213439,0.009764219720853728,0.4888888888888889,0.4986531086097426,0.0,0.009477376957548467,0.014481579876272521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65
timesfm,7,catboost,5020,359,360,360,0.5027777777777778,0.2545649492895313,0.7024365800614186,0.4732275197628458,0.04485221744436052,0.4888888888888889,0.4629673316911661,-0.0512718517980546,0.009477376957548467,0.014481579876272521,0.05398964551350239,-5.902974128414234,-0.06304960229530354,24.5,0.06124999999999999,0.05541666666666666,35.0,1.0,0.5
timesfm,8,trend,5380,359,360,360,,,,,,,,0.0,-0.20514042238699215,-0.2011573713752033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
timesfm,8,prior,5380,359,360,360,0.5055555555555555,0.2500644867056518,0.6932762678648308,0.5,0.009764778706283117,0.5055555555555555,0.5153203342618387,0.0,-0.20514042238699215,-0.2011573713752033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65
timesfm,8,ridge_logistic,5380,359,360,360,0.5055555555555555,0.2543455486706643,0.701991719096807,0.5269477713297939,0.07039684042291773,0.5055555555555555,0.5759523959784733,-0.047032825123810906,-0.20514042238699215,-0.2011573713752033,0.06042232226756844,-4.819686500966108,-0.05129056463143722,16.799999999999997,0.041999999999999996,0.055416666666666656,24.0,1.0,0.6
timesfm,8,lightgbm,5380,359,360,360,0.5138888888888888,0.2815943534844984,0.7645680554337572,0.4821582911470552,0.15891591726817716,0.5055555555555555,0.6639408150453611,-0.0839808168015227,-0.20514042238699215,-0.2011573713752033,0.13155283361776862,-3.990038687652193,-0.10842138866556139,38.5,0.09625,0.2090277777777778,55.0,1.0,0.65
timesfm,8,catboost,5380,359,360,360,0.5111111111111111,0.25634993539901785,0.7061226496494218,0.4923138659093716,0.07131324574501421,0.5055555555555555,0.5768688013005699,-0.07165972501207907,-0.20514042238699215,-0.2011573713752033,0.09176230413243024,-4.883052273151682,-0.07165972501207907,32.199999999999996,0.08049999999999999,0.09333333333333334,46.0,1.0,0.6
timesfm,9,trend,5740,359,360,360,,,,,,,,-0.018454776760930325,-0.24968451099688893,-0.24591949016551384,0.04686625251259755,-2.3943559314365404,-0.02798906655817901,1.4,0.0034999999999999996,0.05444444444444444,2.0,1.0,
timesfm,9,prior,5740,359,360,360,0.49166666666666664,0.2504900515462584,0.6941276640573836,0.5,0.0236536675951719,0.5083333333333333,0.4846796657381614,0.0,-0.24968451099688893,-0.24591949016551384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65
timesfm,9,ridge_logistic,5740,359,360,360,0.5027777777777778,0.2501919145079473,0.6935265345703758,0.4911858232225001,0.011318274394099784,0.5083333333333333,0.5014805096678681,-0.08235019196310878,-0.24968451099688893,-0.24591949016551384,0.1408282339589833,-3.6413651586512708,-0.11859383293118864,26.6,0.06649999999999999,0.18666666666666668,38.0,1.0,0.5
timesfm,9,lightgbm,5740,359,360,360,0.5222222222222223,0.25691332040873444,0.7076850709971864,0.49924361705412,0.0458008912490773,0.5083333333333333,0.5230981648564685,-0.06390862765326544,-0.24968451099688893,-0.24591949016551384,0.06761361739351579,-5.907368455361778,-0.06873261856304358,8.399999999999999,0.020999999999999998,0.016527777777777777,12.0,1.0,0.65
timesfm,9,catboost,5740,359,360,360,0.5083333333333333,0.2515499427447242,0.6962878391271334,0.49606372140409377,0.01849091719829256,0.5083333333333333,0.4944748460194023,-0.02236941642034429,-0.24968451099688893,-0.24591949016551384,0.052368862968236625,-2.601633415418429,-0.03816735734327592,6.299999999999999,0.01575,0.012638888888888889,9.0,1.0,0.55
timesfm,10,trend,6100,359,360,360,,,,,,,,-0.01753203645755974,0.16427233000087327,0.17018042529906374,0.09090811879153879,-1.138126538281643,-0.04587522741359151,2.0999999999999996,0.0052499999999999995,0.16819444444444445,3.0,1.0,
timesfm,10,prior,6100,359,360,360,0.5027777777777778,0.25004088612320235,0.6932289752212613,0.5,0.006971525843392223,0.5027777777777778,0.50974930362117,0.0,0.16427233000087327,0.17018042529906374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65
timesfm,10,ridge_logistic,6100,359,360,360,0.475,0.25100499138184834,0.695162594582149,0.48822494521435844,0.04612441541619595,0.5027777777777778,0.5201448588737607,-0.005028510499781369,0.16427233000087327,0.17018042529906374,0.006351593260496226,-4.825069511312885,-0.005110801664290121,2.0999999999999996,0.0052499999999999995,0.005833333333333334,3.0,1.0,0.55
timesfm,10,lightgbm,6100,359,360,360,0.5277777777777778,0.24969719079355027,0.69254165840612,0.5431957776474583,0.020366463809771862,0.5027777777777778,0.5059896007395979,0.0015616433210114966,0.16427233000087327,0.17018042529906374,0.1452888537123477,0.13789437270948546,-0.05298299792812977,28.0,0.06999999999999999,0.2906944444444445,40.0,1.0,0.5
timesfm,10,catboost,6100,359,360,360,0.55,0.24927544766869916,0.6916977288639925,0.5611284298898115,0.042283367492969896,0.5027777777777778,0.5061335355824348,0.018103957298901685,0.16427233000087327,0.17018042529906374,0.14247091746257182,0.8372455554838295,-0.043519678244500426,32.2,0.08049999999999999,0.28097222222222223,46.0,1.0,0.5
timesfm,11,trend,6460,359,360,360,,,,,,,,-0.0017224271156506266,-0.22298330944751932,-0.21909073196077133,0.04754537589678229,-0.19678235261231608,-0.015836931544953692,0.7,0.0017499999999999998,0.05541666666666668,1.0,1.0,
timesfm,11,prior,6460,359,360,360,0.475,0.2505825141021562,0.6943123684935743,0.5,0.034749303621170013,0.475,0.50974930362117,-0.08160510882440297,-0.22298330944751932,-0.21909073196077133,0.14351677435476912,-3.536124408869104,-0.10715402857526413,0.7,0.0017499999999999998,0.35000000000000003,1.0,1.0,0.5
timesfm,11,ridge_logistic,6460,359,360,360,0.475,0.2519521512473995,0.6970559479480604,0.44741483337974564,0.04287107295157775,0.475,0.5178567343157701,-0.07741586864606342,-0.22298330944751932,-0.21909073196077133,0.14267369832433,-3.363861843818814,-0.10513370638553166,1.4,0.0034999999999999996,0.34805555555555556,2.0,1.0,0.5
timesfm,11,lightgbm,6460,359,360,360,0.48055555555555557,0.2501752099550056,0.6934973515682161,0.5618057489402518,0.035748915750415514,0.475,0.5107489157504155,-0.0895410083543382,-0.22298330944751932,-0.21909073196077133,0.14186885646064032,-3.9508958266342917,-0.11486915851883794,4.8999999999999995,0.012249999999999999,0.34416666666666673,7.0,1.0,0.5
timesfm,11,catboost,6460,359,360,360,0.4638888888888889,0.2517577479258672,0.6966646552439447,0.4252606825706241,0.049061539461600315,0.475,0.51278933346068,-0.10775172607329409,-0.22298330944751932,-0.21909073196077133,0.14276044441590702,-4.786047303812095,-0.13029108647259913,8.399999999999999,0.020999999999999998,0.3383333333333334,12.0,1.0,0.5
chronos,0,trend,2500,359,360,360,,,,,,,,-0.02018400233570128,0.021292619376455768,0.02636637290102506,0.07600478837973888,-1.5939797292493414,-0.04770189681477932,2.0999999999999996,0.0052499999999999995,0.09625,3.0,1.0,
chronos,0,prior,2500,359,360,360,0.5388888888888889,0.24871905952864357,0.6905838019092465,0.5,0.01521200866604766,0.5388888888888889,0.5236768802228412,0.0,0.021292619376455768,0.02636637290102506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65
chronos,0,ridge_logistic,2500,359,360,360,0.5388888888888889,0.2481742724842969,0.6894863686513052,0.5163023226928332,6.390737543759961e-05,0.5388888888888889,0.5388249815134513,0.0,0.021292619376455768,0.02636637290102506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65
chronos,0,lightgbm,2500,359,360,360,0.4666666666666667,0.2518082905870216,0.6967805966281975,0.43615699913054284,0.05472892222016956,0.5388888888888889,0.5174819190372195,-0.045435882451300036,0.021292619376455768,0.02636637290102506,0.04743936584810226,-5.938743762002463,-0.04560817395839478,12.44754695584134,0.03111886738960335,0.01728825966089075,18.0,1.0,0.55
chronos,0,catboost,2500,359,360,360,0.4888888888888889,0.25157433457782635,0.6963139746410762,0.44115637808967834,0.02908269048480038,0.5388888888888889,0.5130885316794982,-0.02099006205450249,0.021292619376455768,0.02636637290102506,0.07254484548270046,-1.7427674799565325,-0.03146661161137365,9.708556948475383,0.02427139237118846,0.015428551317326924,14.0,1.0,0.55
chronos,1,trend,2860,359,360,360,,,,,,,,0.030615570217227717,0.19897440625922647,0.20501766784452347,0.0849959382948778,2.2008779686105413,-0.022236932562325507,2.0999999999999996,0.0052499999999999995,0.1701388888888889,3.0,1.0,
chronos,1,prior,2860,359,360,360,0.5166666666666667,0.24972429346968647,0.6925956697291985,0.5,0.0014391829155060432,0.5166666666666667,0.5181058495821728,0.0,0.19897440625922647,0.20501766784452347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65
chronos,1,ridge_logistic,2860,359,360,360,0.5166666666666667,0.2496590505564777,0.6924648149249053,0.5244407366209367,0.006668242261044455,0.5166666666666667,0.5233349089277112,0.0,0.19897440625922647,0.20501766784452347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65
chronos,1,lightgbm,2860,359,360,360,0.5055555555555555,0.2504551373770772,0.6940608826265934,0.48961809417871704,0.01717867103153971,0.5166666666666667,0.5197048293707958,-0.039916637808082744,0.19897440625922647,0.20501766784452347,0.02899170423764993,-8.532445015189865,-0.040577846219927216,11.899999999999999,0.02975,0.02236111111111111,17.0,1.0,0.55
chronos,1,catboost,2860,359,360,360,0.5166666666666667,0.24954071590182691,0.6922279245240271,0.5203621307625758,0.0013334655529104733,0.5166666666666667,0.5180001322195772,0.0,0.19897440625922647,0.20501766784452347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65
chronos,2,trend,3220,359,360,360,,,,,,,,0.054930426874193916,0.4320599426851741,0.43921177643539866,0.13510176862268614,2.4754855182876745,-0.05399131002562252,2.0999999999999996,0.0052499999999999995,0.16138888888888892,3.0,1.0,
chronos,2,prior,3220,359,360,360,0.5388888888888889,0.24853465168988792,0.6902138728716477,0.5,0.00685546270504489,0.5388888888888889,0.532033426183844,0.14090223854827455,0.4320599426851741,0.43921177643539866,0.20054551584093241,4.099385875799123,-0.049795056841904106,0.7,0.0017499999999999998,0.35000000000000003,1.0,1.0,0.5
chronos,2,ridge_logistic,3220,359,360,360,0.5277777777777778,0.2488491441889642,0.6908564981431785,0.5313625636566887,0.027471169373590506,0.5388888888888889,0.5147772224245201,-0.026267093784357654,0.4320599426851741,0.43921177643539866,0.17275362558505392,-0.8509704258596784,-0.09942908680886764,37.8,0.0945,0.24111111111111114,54.0,1.0,0.5
chronos,2,lightgbm,3220,359,360,360,0.45,0.27047037134956303,0.7356126838872639,0.4818966588001491,0.14503578314022147,0.5388888888888889,0.41316022808835334,0.0,0.4320599426851741,0.43921177643539866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65
chronos,2,catboost,3220,359,360,360,0.5222222222222223,0.2562563539019938,0.706048306018559,0.5234753446776798,0.08668329604308324,0.5388888888888889,0.45220559284580564,0.0,0.4320599426851741,0.43921177643539866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6
chronos,3,trend,3580,359,360,360,,,,,,,,-0.0153270104687806,-0.11991136821814041,-0.1154849225753869,0.10567858201566041,-0.8363019638733967,-0.030417354007000297,1.4,0.0034999999999999996,0.07583333333333334,2.0,1.0,
chronos,3,prior,3580,359,360,360,0.5166666666666667,0.24972429346968647,0.6925956697291985,0.5,0.0014391829155060432,0.5166666666666667,0.5181058495821728,-0.03754066677043466,-0.11991136821814041,-0.1154849225753869,0.20953184899432303,-1.0061816803720756,-0.10060223462646267,0.7030678874577291,0.0017576697186443228,0.3495106001667053,1.0,1.0,0.5
chronos,3,ridge_logistic,3580,359,360,360,0.5166666666666667,0.25013284318450196,0.6934139544695992,0.4412618959337535,0.00026030478424698966,0.5166666666666667,0.5169269714509137,-0.03754066677043466,-0.11991136821814041,-0.1154849225753869,0.20953184899432303,-1.0061816803720756,-0.10060223462646267,0.7030678874577291,0.0017576697186443228,0.3495106001667053,1.0,1.0,0.5
chronos,3,lightgbm,3580,359,360,360,0.5166666666666667,0.24973416485338507,0.6926154325066883,0.48819676183413674,0.0021341374575309935,0.5166666666666667,0.5188008041241977,-0.03754066677043466,-0.11991136821814041,-0.1154849225753869,0.20953184899432303,-1.0061816803720756,-0.10060223462646267,0.7030678874577291,0.0017576697186443228,0.3495106001667053,1.0,1.0,0.5
chronos,3,catboost,3580,359,360,360,0.5166666666666667,0.2560717190098244,0.7055579428903845,0.47775305895439374,0.05022450052451594,0.5166666666666667,0.4742097753355248,-0.013000337693295783,-0.11991136821814041,-0.1154849225753869,0.07558693208942042,-1.0156847821668837,-0.03137324721088797,11.871121415877475,0.029677803539693688,0.030905924514888234,17.0,1.0,0.55
chronos,4,trend,3940,359,360,360,,,,,,,,0.01642319219199795,0.09746938674218608,0.1029554040357501,0.062040376113470644,1.6283159652843764,-0.016761895094546952,1.4,0.0034999999999999996,0.09722222222222222,2.0,1.0,
chronos,4,prior,3940,359,360,360,0.5083333333333333,0.2509581836474474,0.6950712996299684,0.5,0.03205663881151344,0.5083333333333333,0.5403899721448467,0.0,0.09746938674218608,0.1029554040357501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65
chronos,4,ridge_logistic,3940,359,360,360,0.5083333333333333,0.2503521164456644,0.6938497189264653,0.5260103115062826,0.029987138447597372,0.5083333333333333,0.5383204717809307,0.02290799069153926,0.09746938674218608,0.1029554040357501,0.08653060416769554,1.635468323102504,-0.03799657134841827,9.531862159292807,0.023829655398232015,0.02944472318741924,14.0,1.0,0.55
chronos,4,lightgbm,3940,359,360,360,0.5083333333333333,0.25127142667842733,0.6957009130893819,0.4989966348677102,0.035225958758359543,0.5083333333333333,0.5435592920916928,-0.0356864942657622,0.09746938674218608,0.1029554040357501,0.09368838597679421,-2.312772896407819,-0.04201148159255963,29.96224867016988,0.0749056216754247,0.05716978981968039,43.0,1.0,0.55
chronos,4,catboost,3940,359,360,360,0.5083333333333333,0.25131398271090055,0.695786397411764,0.49331604458028466,0.03772640145169681,0.5083333333333333,0.5460597347850301,-0.01799585904685108,0.09746938674218608,0.1029554040357501,0.10441892084719916,-1.0059040095986622,-0.052147153353769404,28.487068479072683,0.07121767119768171,0.07594226915617149,41.0,1.0,0.55
chronos,5,trend,4300,359,360,360,,,,,,,,-0.014890942719629319,0.12919564985141774,0.13486419598383326,0.073983992780204,-1.196630695353098,-0.04241902951871057,4.199999999999999,0.010499999999999999,0.12930555555555553,6.0,1.0,
chronos,5,prior,4300,359,360,360,0.5,0.25032782178909224,0.6938032543827889,0.5,0.01810584958217276,0.5,0.5181058495821728,0.0458479316853877,0.12919564985141774,0.13486419598383326,0.1226419004238082,2.2850376092416838,-0.04067814886263499,0.7,0.0017499999999999998,0.35000000000000003,1.0,1.0,0.5
chronos,5,ridge_logistic,4300,359,360,360,0.49166666666666664,0.25223286731355304,0.6976527581592133,0.49070987654320997,0.04652617591260029,0.5,0.5378287613196513,-0.12273892036227607,0.12919564985141774,0.13486419598383326,0.057594835295787,-13.800027871855654,-0.1224136606811198,40.6,0.1015,0.10402777777777776,58.0,1.0,0.55
chronos,5,lightgbm,4300,359,360,360,0.5055555555555555,0.24970110840274257,0.6925441071312065,0.530679012345679,0.017359305077692982,0.5,0.5169587634337602,-0.016106447869360108,0.12919564985141774,0.13486419598383326,0.025259278853910182,-3.8978729587834517,-0.022255402900295707,14.699999999999998,0.03675,0.022361111111111113,21.0,1.0,0.55
chronos,5,catboost,4300,359,360,360,0.49722222222222223,0.249653523629156,0.6924520562174519,0.5549691358024691,0.020486154240459065,0.5,0.5175952520286682,0.0,0.12919564985141774,0.13486419598383326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65
chronos,6,trend,4660,359,360,360,,,,,,,,0.015822222828485888,-0.01436838502627591,-0.00942233018642158,0.06867973393279232,1.4248408482712733,-0.025977640444811434,1.4,0.0034999999999999996,0.11861111111111113,2.0,1.0,
chronos,6,prior,4660,359,360,360,0.5166666666666667,0.24977007213372543,0.6926872785851047,0.5,0.006917363045496727,0.5166666666666667,0.50974930362117,-0.0032073136080329467,-0.01436838502627591,-0.00942233018642158,0.11024512917798053,-0.12216101341987294,-0.04684881402689911,0.7,0.0017499999999999998,0.35000000000000003,1.0,1.0,0.5
chronos,6,ridge_logistic,4660,359,360,360,0.5111111111111111,0.24968123701522077,0.692509403153691,0.5316091954022989,0.02099573226714567,0.5166666666666667,0.495670934399521,-0.056223987922870866,-0.01436838502627591,-0.00942233018642158,0.06507832550275863,-5.376248228046122,-0.056223987922870866,35.0,0.0875,0.10888888888888888,50.0,1.0,0.5
chronos,6,lightgbm,4660,359,360,360,0.5138888888888888,0.2503278832165447,0.6938030296139254,0.4432703003337042,0.004917245674591426,0.5166666666666667,0.5117494209920752,-0.010260587918249131,-0.01436838502627591,-0.00942233018642158,0.11019549778595696,-0.5142757212938155,-0.050987174885421704,2.8,0.006999999999999999,0.34708333333333335,4.0,1.0,0.5
chronos,6,catboost,4660,359,360,360,0.5222222222222223,0.24969417838204938,0.6925354130898681,0.5324434556915091,0.01690629271757833,0.5166666666666667,0.5009438301755306,-0.07638180999326383,-0.01436838502627591,-0.00942233018642158,0.08285836813873924,-5.79150614634001,-0.0965360954024751,35.7,0.08925,0.20416666666666666,51.0,1.0,0.5
chronos,7,trend,5020,359,360,360,,,,,,,,-0.025406246868804216,0.009477376957548467,0.014481579876272521,0.06279977130808452,-2.4613516670523152,-0.042271215628265635,2.0999999999999996,0.0052499999999999995,0.1370833333333333,3.0,1.0,
chronos,7,prior,5020,359,360,360,0.5111111111111111,0.24997098960367406,0.6930891596222466,0.5,0.009718353450944128,0.4888888888888889,0.498607242339833,0.0,0.009477376957548467,0.014481579876272521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65
chronos,7,ridge_logistic,5020,359,360,360,0.44722222222222224,0.25001479160584394,0.6931766754620553,0.4768712944664032,0.05649239143789668,0.4888888888888889,0.4967283902499373,-0.07767334413912896,0.009477376957548467,0.014481579876272521,0.03481906359989778,-14.10751437014993,-0.07767334413912896,19.599999999999998,0.049,0.05152777777777777,28.0,1.0,0.5
chronos,7,lightgbm,5020,359,360,360,0.5111111111111111,0.24933452431123065,0.6918146489005653,0.5289340415019763,0.01012692952254173,0.4888888888888889,0.4990158184114306,-0.10343627881903672,0.009477376957548467,0.014481579876272521,0.08907011178355904,-7.411428851920842,-0.11715745674143274,34.3,0.08574999999999999,0.1613888888888889,49.0,1.0,0.5
chronos,7,catboost,5020,359,360,360,0.5083333333333333,0.25092424400011976,0.6950320806083832,0.5060832509881423,0.026919908237368145,0.4888888888888889,0.47615762929231426,-0.015115863094285586,0.009477376957548467,0.014481579876272521,0.03678521563458031,-2.5003266317533606,-0.022101409663015215,6.299999999999999,0.01575,0.009722222222222222,9.0,1.0,0.55
chronos,8,trend,5380,359,360,360,,,,,,,,0.0,-0.20514042238699215,-0.2011573713752033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
chronos,8,prior,5380,359,360,360,0.5055555555555555,0.2500644867056518,0.6932762678648308,0.5,0.009764778706283117,0.5055555555555555,0.5153203342618387,0.0,-0.20514042238699215,-0.2011573713752033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65
chronos,8,ridge_logistic,5380,359,360,360,0.5055555555555555,0.25421497319521585,0.7016904398942074,0.5171626126682307,0.06704120425244134,0.5055555555555555,0.572596759807997,-0.07330613212172676,-0.20514042238699215,-0.2011573713752033,0.1655816207082891,-2.713835682378839,-0.09845033975904405,0.7,0.0017499999999999998,0.35000000000000003,1.0,1.0,0.5
chronos,8,lightgbm,5380,359,360,360,0.5166666666666667,0.2658746494596365,0.7269288481078061,0.5065131497715767,0.11803424374457158,0.5055555555555555,0.6235897993001271,-0.10502058895532018,-0.20514042238699215,-0.2011573713752033,0.14300485296060156,-4.647661847967562,-0.11940363086999217,32.9,0.08224999999999999,0.24694444444444447,47.0,1.0,0.6
chronos,8,catboost,5380,359,360,360,0.5083333333333333,0.256091519884156,0.705558278702669,0.5051240893937523,0.07332568434513001,0.5055555555555555,0.5788812399006855,-0.06716781548520612,-0.20514042238699215,-0.2011573713752033,0.10090981537703748,-4.14067497341378,-0.0781032909606576,33.599999999999994,0.08399999999999999,0.0952777777777778,48.0,1.0,0.6
chronos,9,trend,5740,359,360,360,,,,,,,,-0.018454776760930325,-0.24968451099688893,-0.24591949016551384,0.04686625251259755,-2.3943559314365404,-0.02798906655817901,1.4,0.0034999999999999996,0.05444444444444444,2.0,1.0,
chronos,9,prior,5740,359,360,360,0.49166666666666664,0.2504900515462584,0.6941276640573836,0.5,0.0236536675951719,0.5083333333333333,0.4846796657381614,0.0,-0.24968451099688893,-0.24591949016551384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65
chronos,9,ridge_logistic,5740,359,360,360,0.48333333333333334,0.24991091106710603,0.6929682628376541,0.5004785279861691,0.024047955270671904,0.5083333333333333,0.4986139844930932,-0.06652136770005801,-0.24968451099688893,-0.24591949016551384,0.12660237452137535,-3.2440139409476987,-0.09187367756650089,16.8,0.041999999999999996,0.14291666666666666,24.0,1.0,0.5
chronos,9,lightgbm,5740,359,360,360,0.49722222222222223,0.25958556793322207,0.7131886515195347,0.4839924670433145,0.07049464144159459,0.5083333333333333,0.5352767471612467,-0.06139554159277527,-0.24968451099688893,-0.24591949016551384,0.07304323399961513,-5.239869214543144,-0.06535814485471236,21.0,0.05249999999999999,0.03791666666666666,30.0,1.0,0.65
chronos,9,catboost,5740,359,360,360,0.5083333333333333,0.2509118916385058,0.6949819021722091,0.5040906424624123,0.015587934668811995,0.5083333333333333,0.49588608782250676,-0.09427770233132426,-0.24968451099688893,-0.24591949016551384,0.13909156681664395,-4.260604384182919,-0.12253999268359872,25.9,0.06475,0.14583333333333334,37.0,1.0,0.5
chronos,10,trend,6100,359,360,360,,,,,,,,-0.01753203645755974,0.16427233000087327,0.17018042529906374,0.09090811879153879,-1.138126538281643,-0.04587522741359151,2.0999999999999996,0.0052499999999999995,0.16819444444444445,3.0,1.0,
chronos,10,prior,6100,359,360,360,0.5027777777777778,0.25004088612320235,0.6932289752212613,0.5,0.006971525843392223,0.5027777777777778,0.50974930362117,0.0,0.16427233000087327,0.17018042529906374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65
chronos,10,ridge_logistic,6100,359,360,360,0.49722222222222223,0.25090565849906415,0.6949606563869839,0.45612518904904475,0.019643658368562276,0.5027777777777778,0.5168300613256913,0.041846885983444215,0.16427233000087327,0.17018042529906374,0.15289001435209026,1.707584856243927,-0.0496949082456114,3.4999999999999996,0.008749999999999999,0.34611111111111115,5.0,1.0,0.5
chronos,10,lightgbm,6100,359,360,360,0.5055555555555555,0.24959998244349654,0.6923467219842798,0.5289669434241798,0.004405413408559937,0.5027777777777778,0.5071831911863377,0.0,0.16427233000087327,0.17018042529906374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55
chronos,10,catboost,6100,359,360,360,0.5444444444444444,0.24879095545351637,0.6907283139768982,0.5553257816599277,0.032904855257398224,0.5027777777777778,0.5050796155606915,0.0,0.16427233000087327,0.17018042529906374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55
chronos,11,trend,6460,359,360,360,,,,,,,,-0.0017224271156506266,-0.22298330944751932,-0.21909073196077133,0.04754537589678229,-0.19678235261231608,-0.015836931544953692,0.7,0.0017499999999999998,0.05541666666666668,1.0,1.0,
chronos,11,prior,6460,359,360,360,0.475,0.2505825141021562,0.6943123684935743,0.5,0.034749303621170013,0.475,0.50974930362117,-0.08160510882440297,-0.22298330944751932,-0.21909073196077133,0.14351677435476912,-3.536124408869104,-0.10715402857526413,0.7,0.0017499999999999998,0.35000000000000003,1.0,1.0,0.5
chronos,11,ridge_logistic,6460,359,360,360,0.4777777777777778,0.25435789796526087,0.7019101809114875,0.43544045298431255,0.0511055536463404,0.475,0.5261055536463404,-0.04487403287262404,-0.22298330944751932,-0.21909073196077133,0.05737776783324273,-4.838699954748673,-0.051320476794468384,11.899999999999999,0.02975,0.03597222222222222,17.0,1.0,0.55
